CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2016-09-01,jour,16,299237.313,5036132,-73.57113545,45.46509389
Introduction,2017-05-30,nuit,16,299237.313,5036132,-73.57113545,45.46509389
Introduction,2016-11-06,jour,16,299237.313,5036132,-73.57113545,45.46509389
Méfait,2016-06-17,soir,16,299237.313,5036132,-73.57113545,45.46509389
Méfait,2015-11-04,jour,16,299237.313,5036132,-73.57113545,45.46509389
Méfait,2015-02-03,soir,16,299237.313,5036132,-73.57113545,45.46509389
Vol dans / sur véhicule à moteur,2015-02-19,jour,16,299237.313,5036132,-73.57113545,45.46509389
Vol dans / sur véhicule à moteur,2015-09-05,nuit,5,286984.469,5033456.5,-73.72772666,45.44081352
Introduction,2016-07-15,nuit,5,286984.469,5033456.5,-73.72772666,45.44081352
Introduction,2016-05-22,jour,5,286984.469,5033456.5,-73.72772666,45.44081352
Introduction,2015-02-13,jour,16,299124.125,5034381.5,-73.57256269,45.44934111
Introduction,2015-02-13,soir,16,299124.125,5034381.5,-73.57256269,45.44934111
Vols qualifiés,2016-09-12,jour,16,299124.125,5034381.5,-73.57256269,45.44934111
Introduction,2016-02-27,nuit,16,299124.125,5034381.5,-73.57256269,45.44934111
Méfait,2016-03-02,soir,16,299124.125,5034381.5,-73.57256269,45.44934111
Introduction,2015-07-01,nuit,16,299124.125,5034381.5,-73.57256269,45.44934111
Vol de véhicule à moteur,2017-04-06,jour,9,294178.117,5037925.084,-73.6358709,45.48117026
Vol de véhicule à moteur,2015-09-14,soir,9,294178.117,5037925.084,-73.6358709,45.48117026
Méfait,2015-09-08,nuit,9,294178.117,5037925.084,-73.6358709,45.48117026
Vol de véhicule à moteur,2015-09-10,jour,9,294178.117,5037925.084,-73.6358709,45.48117026
Vol dans / sur véhicule à moteur,2017-04-29,jour,7,290460.875,5041182.5,-73.68351535,45.51041532
Introduction,2015-03-27,soir,8,290710.219,5032909.5,-73.68008695,45.43597637
Vol de véhicule à moteur,2017-08-07,jour,8,290710.219,5032909.5,-73.68008695,45.43597637
Introduction,2017-07-03,nuit,8,290710.219,5032909.5,-73.68008695,45.43597637
Introduction,2016-11-28,soir,8,290710.219,5032909.5,-73.68008695,45.43597637
Introduction,2016-01-25,jour,8,290710.219,5032909.5,-73.68008695,45.43597637
Méfait,2017-02-04,soir,8,290710.219,5032909.5,-73.68008695,45.43597637
Méfait,2017-05-05,jour,8,290710.219,5032909.5,-73.68008695,45.43597637
Méfait,2015-11-18,soir,8,290710.219,5032909.5,-73.68008695,45.43597637
Introduction,2016-08-29,soir,16,299285.738,5036927.014,-73.57052511,45.47224819
Méfait,2016-09-14,jour,16,299285.738,5036927.014,-73.57052511,45.47224819
Vol dans / sur véhicule à moteur,2015-03-05,jour,16,299285.738,5036927.014,-73.57052511,45.47224819
Vol dans / sur véhicule à moteur,2017-09-20,jour,46,301412.215,5052168.298,-73.54343384,45.60940842
Introduction,2016-12-04,jour,46,301412.215,5052168.298,-73.54343384,45.60940842
Vol dans / sur véhicule à moteur,2017-10-28,jour,46,301412.215,5052168.298,-73.54343384,45.60940842
Introduction,2015-08-10,soir,46,301412.215,5052168.298,-73.54343384,45.60940842
Méfait,2016-12-11,soir,8,290701.031,5033351,-73.68021703,45.43994901
Méfait,2017-01-09,soir,8,290701.031,5033351,-73.68021703,45.43994901
Vols qualifiés,2015-01-01,soir,16,299173.406,5035151,-73.57194146,45.45626586
Vol dans / sur véhicule à moteur,2017-09-20,jour,46,298996.063,5052950,-73.57441993,45.61642639
Méfait,2017-06-07,soir,16,299711.938,5035866,-73.56506321,45.46270391
Introduction,2016-01-07,soir,16,299711.938,5035866,-73.56506321,45.46270391
Vols qualifiés,2016-07-13,jour,16,299711.938,5035866,-73.56506321,45.46270391
Vols qualifiés,2015-09-23,soir,16,299711.938,5035866,-73.56506321,45.46270391
Méfait,2015-04-16,nuit,16,299711.938,5035866,-73.56506321,45.46270391
Méfait,2015-08-12,jour,16,299711.938,5035866,-73.56506321,45.46270391
Introduction,2016-12-05,jour,16,299645.188,5035871,-73.56591682,45.46274841
Méfait,2016-05-11,jour,16,299645.188,5035871,-73.56591682,45.46274841
Méfait,2015-12-07,jour,16,299645.188,5035871,-73.56591682,45.46274841
Méfait,2016-02-20,soir,16,299645.188,5035871,-73.56591682,45.46274841
Introduction,2016-02-17,jour,42,297535.375,5050346,-73.59311054,45.59298119
Introduction,2015-06-17,soir,42,297535.375,5050346,-73.59311054,45.59298119
Vol de véhicule à moteur,2015-01-18,soir,8,290789.938,5033130,-73.67907431,45.43796214
Vol dans / sur véhicule à moteur,2017-12-02,jour,8,290789.938,5033130,-73.67907431,45.43796214
Méfait,2017-10-06,jour,8,290789.938,5033130,-73.67907431,45.43796214
Méfait,2017-10-06,jour,8,290789.938,5033130,-73.67907431,45.43796214
Méfait,2017-06-21,soir,8,290789.938,5033130,-73.67907431,45.43796214
Introduction,2016-03-22,jour,8,290789.938,5033130,-73.67907431,45.43796214
Introduction,2015-09-03,soir,27,293719.429,5046156.432,-73.64192432,45.55523191
Méfait,2017-04-16,soir,27,293719.429,5046156.432,-73.64192432,45.55523191
Vol de véhicule à moteur,2015-10-06,jour,42,298662.469,5049358.5,-73.5786522,45.58410625
Introduction,2017-11-20,soir,42,298662.469,5049358.5,-73.5786522,45.58410625
Introduction,2017-10-26,jour,42,298662.469,5049358.5,-73.5786522,45.58410625
Introduction,2015-09-29,soir,16,298878.188,5035918,-73.57572534,45.46316526
Introduction,2015-09-29,soir,16,298878.188,5035918,-73.57572534,45.46316526
Vol de véhicule à moteur,2016-05-29,jour,42,297550.344,5050319,-73.59291828,45.5927384
Méfait,2017-07-28,jour,16,299306.344,5035891,-73.57024999,45.4629258
Méfait,2016-03-09,jour,16,299306.344,5035891,-73.57024999,45.4629258
Vol dans / sur véhicule à moteur,2015-10-21,jour,16,299306.344,5035891,-73.57024999,45.4629258
Vol dans / sur véhicule à moteur,2016-07-01,jour,16,298965.563,5035913.5,-73.57460798,45.4631255
Méfait,2016-07-11,soir,16,298965.563,5035913.5,-73.57460798,45.4631255
Introduction,2015-09-27,nuit,42,295685.25,5049174,-73.61680163,45.58241342
Vol dans / sur véhicule à moteur,2017-07-12,nuit,42,295685.25,5049174,-73.61680163,45.58241342
Vol dans / sur véhicule à moteur,2016-04-17,nuit,42,295685.25,5049174,-73.61680163,45.58241342
Introduction,2016-11-12,jour,42,295685.25,5049174,-73.61680163,45.58241342
Vol dans / sur véhicule à moteur,2017-06-04,jour,42,295685.25,5049174,-73.61680163,45.58241342
Vol de véhicule à moteur,2015-05-27,nuit,27,294589.484,5046283.043,-73.63078298,45.5563845
Méfait,2015-11-28,jour,42,295786.875,5049110.5,-73.61549818,45.58184336
Méfait,2015-12-08,soir,42,295786.875,5049110.5,-73.61549818,45.58184336
Introduction,2016-09-15,jour,42,295786.875,5049110.5,-73.61549818,45.58184336
Méfait,2015-11-28,jour,42,295786.875,5049110.5,-73.61549818,45.58184336
Introduction,2016-09-13,jour,42,295786.875,5049110.5,-73.61549818,45.58184336
Vol dans / sur véhicule à moteur,2017-06-11,jour,42,295786.875,5049110.5,-73.61549818,45.58184336
Introduction,2018-11-06,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Introduction,2018-04-17,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol de véhicule à moteur,2017-09-09,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Introduction,2016-11-12,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol dans / sur véhicule à moteur,2017-06-30,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Introduction,2017-05-18,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol de véhicule à moteur,2017-05-13,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol dans / sur véhicule à moteur,2017-05-01,soir,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol dans / sur véhicule à moteur,2016-03-21,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol dans / sur véhicule à moteur,2015-07-31,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol dans / sur véhicule à moteur,2016-02-16,jour,24,295923.156,5042456.5,-73.6136311,45.52197019
Vol dans / sur véhicule à moteur,2015-10-20,soir,24,295923.156,5042456.5,-73.6136311,45.52197019
Introduction,2018-05-25,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Introduction,2018-06-17,nuit,38,299130.23,5040703.565,-73.57255761,45.50623003
Introduction,2016-06-12,jour,33,294301.02,5043051.564,-73.63440851,45.52730225
Vol de véhicule à moteur,2016-10-09,jour,33,294301.02,5043051.564,-73.63440851,45.52730225
Vol dans / sur véhicule à moteur,2016-08-26,jour,33,294301.02,5043051.564,-73.63440851,45.52730225
Introduction,2016-08-18,soir,33,294301.02,5043051.564,-73.63440851,45.52730225
Méfait,2017-04-20,soir,33,294301.02,5043051.564,-73.63440851,45.52730225
Vol de véhicule à moteur,2015-12-10,jour,33,294301.02,5043051.564,-73.63440851,45.52730225
Vol de véhicule à moteur,2015-12-03,nuit,33,294301.02,5043051.564,-73.63440851,45.52730225
Méfait,2017-10-10,soir,24,295777.781,5042550,-73.61549374,45.52280967
Introduction,2017-06-14,soir,24,295777.781,5042550,-73.61549374,45.52280967
Introduction,2018-08-28,nuit,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol dans / sur véhicule à moteur,2015-01-29,soir,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2015-03-07,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2018-01-23,jour,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol dans / sur véhicule à moteur,2017-12-14,soir,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2017-06-06,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2017-05-31,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2016-03-04,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Vol dans / sur véhicule à moteur,2016-11-07,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2018-02-10,nuit,38,299130.23,5040703.565,-73.57255761,45.50623003
Méfait,2016-12-20,nuit,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2017-04-26,jour,33,294938.218,5043058.068,-73.62625121,45.52737008
Méfait,2016-03-18,soir,33,294938.218,5043058.068,-73.62625121,45.52737008
Introduction,2017-06-23,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Introduction,2017-07-17,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Introduction,2016-12-17,soir,7,286476.438,5038703.5,-73.7344161,45.48801508
Introduction,2017-03-17,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Introduction,2017-09-05,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Introduction,2017-05-02,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Méfait,2015-08-29,jour,7,286476.438,5038703.5,-73.7344161,45.48801508
Vol dans / sur véhicule à moteur,2015-08-01,jour,5,283271.406,5034202,-73.77522093,45.44741736
Vol de véhicule à moteur,2015-11-27,soir,42,295949.25,5050007.5,-73.61343369,45.5899169
Méfait,2018-02-19,jour,38,299130.23,5040703.565,-73.57255761,45.50623003
Méfait,2018-10-04,nuit,38,299130.23,5040703.565,-73.57255761,45.50623003
Introduction,2018-07-12,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol dans / sur véhicule à moteur,2015-04-13,jour,33,294056.517,5043153.923,-73.63754088,45.52821959
Vol de véhicule à moteur,2015-12-14,nuit,44,298142.363,5047491.071,-73.58529189,45.56729777
Introduction,2015-02-11,soir,44,298142.363,5047491.071,-73.58529189,45.56729777
Vol dans / sur véhicule à moteur,2018-01-29,jour,4,282378.5,5039093,-73.78685883,45.49140032
Introduction,2015-04-09,soir,8,290124.5,5033828.5,-73.68760061,45.44423392
Méfait,2016-10-30,jour,8,290124.5,5033828.5,-73.68760061,45.44423392
Introduction,2016-01-31,jour,8,290124.5,5033828.5,-73.68760061,45.44423392
Introduction,2018-06-17,jour,38,299130.23,5040703.565,-73.57255761,45.50623003
Méfait,2015-02-20,jour,7,290883.719,5040805.5,-73.67809302,45.5070315
Introduction,2016-08-23,soir,7,290883.719,5040805.5,-73.67809302,45.5070315
Introduction,2018-02-24,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol dans / sur véhicule à moteur,2017-07-13,jour,7,290043.747,5042670.866,-73.68889862,45.52379947
Vol de véhicule à moteur,2017-05-09,nuit,7,290043.747,5042670.866,-73.68889862,45.52379947
Vol de véhicule à moteur,2015-07-17,nuit,7,290943.906,5040760,-73.6773215,45.50662327
Introduction,2015-03-02,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Méfait,2015-02-07,soir,5,283510.069,5037894.369,-73.77232983,45.48065005
Vol dans / sur véhicule à moteur,2017-07-06,soir,5,283510.069,5037894.369,-73.77232983,45.48065005
Vol de véhicule à moteur,2018-03-20,nuit,31,295589.379,5046060.872,-73.61797152,45.55439928
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Vol de véhicule à moteur,2017-08-14,soir,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2017-07-09,jour,5,283510.069,5037894.369,-73.77232983,45.48065005
Introduction,2018-10-30,jour,38,297248.214,5042236.074,-73.59666587,45.52000232
Méfait,2018-03-12,jour,38,297248.214,5042236.074,-73.59666587,45.52000232
Introduction,2017-08-10,jour,20,297581.8416,5041635.247,-73.59238646,45.51459937
Introduction,2015-08-30,nuit,42,295458.531,5049225.5,-73.61970792,45.58287383
Vol dans / sur véhicule à moteur,2018-08-18,jour,46,297886.526,5051725.933,-73.5886294,45.60540178
Vol de véhicule à moteur,2018-01-16,nuit,46,297886.526,5051725.933,-73.5886294,45.60540178
Vol dans / sur véhicule à moteur,2016-12-08,soir,42,296105.594,5050284.5,-73.61143488,45.59241139
Méfait,2016-02-24,jour,42,296105.594,5050284.5,-73.61143488,45.59241139
Vol de véhicule à moteur,2016-02-12,jour,42,296105.594,5050284.5,-73.61143488,45.59241139
Vol dans / sur véhicule à moteur,2017-03-31,jour,13,295069.906,5032637,-73.62435888,45.43359853
Vol dans / sur véhicule à moteur,2015-03-16,jour,42,297434.406,5047784.5,-73.59436603,45.569931
Introduction,2017-12-25,soir,42,297434.406,5047784.5,-73.59436603,45.569931
Vol dans / sur véhicule à moteur,2016-10-09,jour,42,297434.406,5047784.5,-73.59436603,45.569931
Vol dans / sur véhicule à moteur,2017-01-09,jour,11,292810.0838,5035657.915,-73.65331485,45.4607471
Vol dans / sur véhicule à moteur,2017-12-09,jour,42,297317.125,5047857.5,-73.59586972,45.57058663
Introduction,2017-07-13,soir,42,297317.125,5047857.5,-73.59586972,45.57058663
Vol dans / sur véhicule à moteur,2016-06-06,jour,42,297317.125,5047857.5,-73.59586972,45.57058663
Vol de véhicule à moteur,2017-06-30,nuit,7,290524.594,5042237.5,-73.68273058,45.5199099
Vol dans / sur véhicule à moteur,2017-06-30,nuit,7,290524.594,5042237.5,-73.68273058,45.5199099
Vol dans / sur véhicule à moteur,2017-08-31,soir,7,290524.594,5042237.5,-73.68273058,45.5199099
Vol dans / sur véhicule à moteur,2016-12-03,jour,7,290524.594,5042237.5,-73.68273058,45.5199099
Vol dans / sur véhicule à moteur,2017-08-31,jour,7,290524.594,5042237.5,-73.68273058,45.5199099
Vol de véhicule à moteur,2016-09-24,jour,7,290524.594,5042237.5,-73.68273058,45.5199099
Introduction,2018-02-03,soir,10,288408.61,5042879.996,-73.7098373,45.52564476
Vol dans / sur véhicule à moteur,2016-05-10,soir,8,290128.406,5033652,-73.68754542,45.44264577
Méfait,2015-12-24,jour,8,290128.406,5033652,-73.68754542,45.44264577
Méfait,2017-09-17,jour,13,292393.438,5032685.5,-73.65856752,45.43399259
Vol de véhicule à moteur,2016-03-01,soir,13,292393.438,5032685.5,-73.65856752,45.43399259
Méfait,2016-10-26,nuit,13,292393.438,5032685.5,-73.65856752,45.43399259
Introduction,2015-04-23,soir,5,286644.506,5033917.651,-73.73208921,45.44495442
Introduction,2015-04-23,soir,8,288467.469,5033574.5,-73.70877429,45.44191156
Introduction,2018-03-09,soir,27,293040.185,5047185.539,-73.65064906,45.564481
Vols qualifiés,2017-03-15,soir,13,294906.688,5030776,-73.62640756,45.41684997
Méfait,2015-08-14,jour,8,288522.25,5032999,-73.70805501,45.43673422
Introduction,2016-03-01,jour,5,283920.25,5034721,-73.76694825,45.45210722
Introduction,2015-01-10,soir,42,299420.938,5049355.5,-73.56893243,45.58408553
Méfait,2015-08-11,soir,42,299420.938,5049355.5,-73.56893243,45.58408553
Vol de véhicule à moteur,2017-06-07,nuit,42,299420.938,5049355.5,-73.56893243,45.58408553
Introduction,2018-06-27,soir,38,298295.494,5043789.091,-73.5832809,45.53398752
Introduction,2017-11-22,jour,42,299420.938,5049355.5,-73.56893243,45.58408553
Introduction,2017-10-24,nuit,42,299420.938,5049355.5,-73.56893243,45.58408553
Introduction,2016-06-26,soir,13,296360.031,5031166.5,-73.60784481,45.42038295
Vol dans / sur véhicule à moteur,2016-06-16,soir,46,300733.063,5051377.5,-73.55213446,45.60228897
Méfait,2018-05-08,soir,38,298295.494,5043789.091,-73.5832809,45.53398752
Vol de véhicule à moteur,2018-03-09,nuit,38,298295.494,5043789.091,-73.5832809,45.53398752
Méfait,2017-05-04,soir,46,300733.063,5051377.5,-73.55213446,45.60228897
Vol de véhicule à moteur,2018-02-03,jour,38,298295.494,5043789.091,-73.5832809,45.53398752
Vol dans / sur véhicule à moteur,2017-08-03,jour,46,298485.906,5052074,-73.58094997,45.60853948
Méfait,2015-03-03,jour,38,298268.708,5042185.578,-73.58360248,45.51955825
Méfait,2017-10-04,soir,38,298268.708,5042185.578,-73.58360248,45.51955825
Méfait,2015-08-29,jour,38,298268.708,5042185.578,-73.58360248,45.51955825
Introduction,2016-04-02,jour,38,298682.501,5042832.085,-73.57831388,45.52537952
Introduction,2015-12-17,jour,38,298682.501,5042832.085,-73.57831388,45.52537952
Introduction,2015-12-15,soir,39,295399.719,5051280.5,-73.62050114,45.60136448
Introduction,2017-11-04,soir,39,295399.719,5051280.5,-73.62050114,45.60136448
Vol de véhicule à moteur,2018-04-29,jour,13,294916.188,5033408,-73.626339,45.44053423
Vol dans / sur véhicule à moteur,2017-09-08,jour,7,290734.531,5040273.5,-73.67998698,45.50224136
Introduction,2016-08-21,soir,7,290734.531,5040273.5,-73.67998698,45.50224136
Introduction,2015-06-28,nuit,3,277817.031,5040643,-73.84530216,45.50518618
Introduction,2015-11-20,soir,13,296909.313,5032536,-73.60084811,45.43271285
Méfait,2015-05-08,jour,13,296909.313,5032536,-73.60084811,45.43271285
Introduction,2015-01-15,jour,46,299400.25,5052904,-73.56923681,45.61601573
Vol dans / sur véhicule à moteur,2015-01-15,jour,46,299400.25,5052904,-73.56923681,45.61601573
Introduction,2015-01-13,jour,46,299400.25,5052904,-73.56923681,45.61601573
Vol dans / sur véhicule à moteur,2015-01-13,jour,46,299400.25,5052904,-73.56923681,45.61601573
Introduction,2018-06-15,soir,21,299801.707,5042056.082,-73.56397833,45.51840566
Méfait,2018-11-12,jour,21,299801.707,5042056.082,-73.56397833,45.51840566
Introduction,2018-07-16,soir,21,299801.707,5042056.082,-73.56397833,45.51840566
Introduction,2016-10-17,jour,46,299400.25,5052904,-73.56923681,45.61601573
Introduction,2017-07-27,soir,46,299400.25,5052904,-73.56923681,45.61601573
